Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0074,2,2,6,4,1.1168122717727624,0,1.1287116245970719,-0.12058699741177976,0.011202714820741139,0,0,1,0,-1.429785022834165,0,0,1,2,0
EMP0075,0,3,4,0,1.7156499302328398,1,1.4660079697483777,0.5265704126693279,-0.6978298687704685,2,1,0,2,0.004446116532035369,0,2,2,2,0
EMP0076,0,1,3,6,0.9171997189527368,1,0.7914152794457661,-0.98346354418659,1.4292678820031606,0,0,1,2,0.7215616862151356,1,2,1,1,1
EMP0077,0,2,2,0,-1.37834463847756,1,1.2973597971727246,0.0951321392819228,0.7202352984119508,0,2,0,2,-1.429785022834165,2,1,2,1,2
EMP0078,2,0,3,3,0.7175871661327109,2,-0.22047375600815128,0.5265704126693279,1.4292678820031606,2,0,1,2,-1.429785022834165,1,0,0,0,5
EMP0079,2,1,0,5,-0.28047559796741806,2,0.960063452021419,-0.5520252707991848,-0.6978298687704685,0,1,1,1,-0.7126694531510648,0,0,0,0,5
EMP0080,2,1,4,0,0.3183620604926593,0,-1.5696591366133743,-0.12058699741177976,1.4292678820031606,1,1,0,2,0.7215616862151356,2,2,2,0,1
EMP0081,1,0,0,1,-1.278538362067547,0,-1.5696591366133743,0.5265704126693279,0.011202714820741139,0,1,0,0,0.7215616862151356,1,3,1,2,1
EMP0082,0,2,6,2,1.5160373774128142,1,0.36979484800663387,0.31085127597562534,0.7202352984119508,0,2,1,1,0.004446116532035369,0,1,0,2,5
EMP0083,1,3,2,1,1.4162311010028013,0,-1.1480387051742422,0.5265704126693279,0.011202714820741139,0,2,1,1,1.4386772558982357,2,1,2,1,3
EMP0084,2,0,4,3,-0.28047559796741806,0,0.2854707617188074,-0.3363061341054823,0.7202352984119508,0,1,1,1,1.4386772558982357,2,2,1,2,2
EMP0085,1,1,1,6,-0.8793132564274955,0,0.20114667543098094,1.389446959444138,0.7202352984119508,1,3,1,0,-0.7126694531510648,2,4,1,1,4
EMP0086,1,1,1,2,0.21855578408264642,0,0.36979484800663387,0.0951321392819228,0.7202352984119508,1,1,0,2,-0.7126694531510648,2,3,0,2,1
EMP0087,1,3,4,5,-0.7795069800174825,1,-1.0637146188864157,-1.6306209542676977,-1.4068624523616782,1,0,0,0,-1.429785022834165,1,0,2,2,3
EMP0088,2,3,0,1,0.8173934425427238,0,0.2854707617188074,-0.5520252707991848,-1.4068624523616782,2,3,1,1,-0.7126694531510648,2,1,2,2,0
EMP0089,2,0,1,0,-0.6797007036074697,2,-0.13614966972032483,-1.6306209542676977,1.4292678820031606,0,0,1,1,1.4386772558982357,0,1,1,2,3
EMP0090,1,3,3,3,0.5179746133126851,0,-0.13614966972032483,-0.7677444074928874,0.7202352984119508,1,2,1,1,1.4386772558982357,2,3,0,2,4
EMP0091,1,0,0,6,-1.5779571912975858,1,1.4660079697483777,-0.7677444074928874,0.7202352984119508,2,2,0,2,0.7215616862151356,2,1,2,0,0
EMP0092,2,0,6,5,-0.8793132564274955,1,1.718980228611857,-0.98346354418659,-1.4068624523616782,0,1,0,0,0.004446116532035369,1,4,2,1,5
EMP0093,0,1,0,4,1.3164248245927883,1,-0.8950664463107628,-1.6306209542676977,1.4292678820031606,2,1,0,1,0.004446116532035369,1,4,1,2,1
EMP0094,1,2,0,1,1.6158436538228271,2,1.2130357108848984,0.9580086860567331,0.7202352984119508,0,2,1,0,-0.7126694531510648,1,3,1,0,2
EMP0095,1,2,4,1,-0.6797007036074697,1,-0.7264182737351099,0.7422895493630305,1.4292678820031606,0,3,0,0,-0.7126694531510648,0,3,2,0,0
EMP0096,0,0,4,5,-1.5779571912975858,2,1.2130357108848984,0.0951321392819228,1.4292678820031606,1,1,0,0,-1.429785022834165,1,2,1,1,1
EMP0097,0,1,0,3,1.3164248245927883,0,-0.557770101159457,0.7422895493630305,-1.4068624523616782,0,1,0,0,1.4386772558982357,0,4,2,2,0
EMP0098,1,1,1,4,1.4162311010028013,0,-1.2323627914620685,-1.4149018175739951,0.7202352984119508,1,1,0,1,0.7215616862151356,0,2,2,0,5
EMP0099,0,3,0,3,0.11874950767263352,1,-1.5696591366133743,1.6051660961378407,-1.4068624523616782,1,1,0,2,0.7215616862151356,1,4,0,1,1
EMP0100,1,1,4,4,-0.5798944271974568,0,0.4541189342944603,0.5265704126693279,-0.6978298687704685,2,3,0,0,0.004446116532035369,1,3,0,1,0
EMP0101,0,3,1,5,1.4162311010028013,1,1.1287116245970719,-0.5520252707991848,-1.4068624523616782,2,2,0,1,1.4386772558982357,1,0,1,2,1
EMP0102,0,3,5,0,-0.8793132564274955,0,0.5384430205822868,0.9580086860567331,-1.4068624523616782,0,1,0,1,-0.7126694531510648,0,1,0,2,0
EMP0103,0,3,5,4,-1.4781509148875729,0,-1.485335050325548,0.31085127597562534,0.7202352984119508,0,1,0,2,0.7215616862151356,1,3,1,1,0
EMP0104,1,1,6,2,0.01894323126262062,0,1.718980228611857,0.9580086860567331,0.7202352984119508,0,2,1,1,0.7215616862151356,1,4,1,1,0
EMP0105,0,0,1,1,1.2166185481827754,0,0.20114667543098094,-1.1991826808802926,0.7202352984119508,1,2,1,0,0.7215616862151356,1,2,2,0,0
EMP0106,0,2,0,3,0.01894323126262062,1,1.718980228611857,-1.1991826808802926,0.011202714820741139,0,1,1,1,0.004446116532035369,0,2,0,1,5
EMP0107,2,3,2,4,0.7175871661327109,1,-0.3891219285838042,1.389446959444138,-1.4068624523616782,2,0,1,0,0.7215616862151356,0,1,0,1,5
EMP0108,0,3,6,3,0.9171997189527368,0,0.36979484800663387,-1.1991826808802926,-0.6978298687704685,0,0,0,0,-0.7126694531510648,1,4,2,2,2
EMP0109,1,3,6,3,-1.5779571912975858,2,0.8757393657335926,-1.1991826808802926,0.7202352984119508,2,1,0,2,-1.429785022834165,1,1,2,2,4
EMP0110,0,1,0,2,-1.37834463847756,2,-1.485335050325548,-0.12058699741177976,1.4292678820031606,1,1,0,2,-1.429785022834165,0,4,0,1,1
EMP0111,0,0,0,1,1.1168122717727624,0,-0.8950664463107628,1.1737278227504355,0.011202714820741139,0,0,1,1,1.4386772558982357,2,4,2,0,0
EMP0112,1,1,2,2,1.2166185481827754,2,-0.4734460148716306,0.0951321392819228,1.4292678820031606,1,1,0,0,1.4386772558982357,2,0,2,1,0
EMP0113,0,0,3,6,-0.7795069800174825,2,-0.8107423600229364,-0.12058699741177976,-1.4068624523616782,1,2,1,1,-1.429785022834165,1,4,1,2,2
EMP0114,0,3,0,6,0.3183620604926593,1,1.1287116245970719,-1.6306209542676977,0.011202714820741139,1,3,1,0,-1.429785022834165,0,4,0,2,2
EMP0115,1,0,1,3,0.7175871661327109,2,-0.8950664463107628,-0.5520252707991848,-0.6978298687704685,0,0,0,2,1.4386772558982357,0,2,1,2,4
EMP0116,2,1,3,1,1.7156499302328398,1,-1.0637146188864157,-1.4149018175739951,0.011202714820741139,2,0,1,2,0.004446116532035369,2,2,2,1,5
EMP0117,0,3,4,2,-1.278538362067547,1,0.36979484800663387,1.389446959444138,0.011202714820741139,2,1,0,1,1.4386772558982357,1,2,0,1,3
EMP0118,1,0,0,1,0.7175871661327109,2,0.20114667543098094,1.1737278227504355,-0.6978298687704685,0,1,0,1,1.4386772558982357,1,2,0,1,2
EMP0119,0,0,0,5,-1.6777634677075988,0,-1.485335050325548,-0.7677444074928874,-0.6978298687704685,2,1,1,1,1.4386772558982357,1,2,0,0,2
EMP0120,0,3,4,0,0.9171997189527368,0,-0.4734460148716306,1.1737278227504355,-0.6978298687704685,2,3,1,0,-0.7126694531510648,2,4,0,0,0
EMP0121,0,3,4,5,1.1168122717727624,1,0.960063452021419,1.1737278227504355,-0.6978298687704685,0,0,0,0,-0.7126694531510648,0,4,0,0,5
EMP0122,0,2,3,6,0.01894323126262062,0,0.7070911931579397,-0.3363061341054823,1.4292678820031606,0,2,1,2,-0.7126694531510648,2,2,1,1,2
EMP0123,1,1,6,3,1.7156499302328398,1,-0.8107423600229364,0.5265704126693279,-0.6978298687704685,0,0,1,2,0.004446116532035369,2,0,1,1,0
EMP0124,1,3,5,0,-0.380281874377431,1,1.6346561423240304,-0.12058699741177976,-0.6978298687704685,1,3,1,1,-1.429785022834165,1,4,2,0,3
EMP0125,0,2,2,5,0.9171997189527368,2,-1.1480387051742422,1.389446959444138,-0.6978298687704685,0,2,1,2,-1.429785022834165,2,3,0,0,5
EMP0126,1,3,0,2,0.9171997189527368,0,1.718980228611857,-1.4149018175739951,0.011202714820741139,1,1,0,1,1.4386772558982357,2,3,1,0,5
EMP0127,0,0,3,6,-0.9791195328375084,1,-0.13614966972032483,-1.1991826808802926,-0.6978298687704685,2,1,1,0,-0.7126694531510648,2,0,0,1,3
EMP0128,1,0,4,2,0.3183620604926593,2,-0.4734460148716306,-1.6306209542676977,1.4292678820031606,0,3,1,0,-0.7126694531510648,2,1,1,0,2
EMP0129,2,0,1,0,-0.28047559796741806,1,0.5384430205822868,0.9580086860567331,0.7202352984119508,2,1,0,2,-0.7126694531510648,2,1,0,2,2
EMP0130,2,0,5,6,0.3183620604926593,0,-0.3891219285838042,-1.1991826808802926,0.011202714820741139,1,3,1,0,1.4386772558982357,2,2,1,0,4
EMP0131,0,0,1,1,-0.18066932155740517,2,-1.4010109640377215,0.31085127597562534,-1.4068624523616782,2,3,0,2,1.4386772558982357,0,4,2,1,0
EMP0132,0,0,3,5,0.8173934425427238,2,-0.9793905325985893,1.6051660961378407,1.4292678820031606,1,1,1,1,-0.7126694531510648,2,3,2,0,0
EMP0133,1,1,3,6,-1.37834463847756,1,1.4660079697483777,0.5265704126693279,0.011202714820741139,2,3,0,2,0.7215616862151356,0,1,2,1,5
EMP0134,2,2,3,5,1.1168122717727624,0,-0.8950664463107628,-0.7677444074928874,-1.4068624523616782,1,3,1,0,0.7215616862151356,1,1,2,1,2
EMP0135,1,1,3,2,-1.5779571912975858,0,-0.05182558343249838,-1.4149018175739951,0.7202352984119508,2,3,0,1,1.4386772558982357,2,1,2,2,4
EMP0136,1,2,3,4,0.8173934425427238,2,0.5384430205822868,-0.7677444074928874,1.4292678820031606,2,1,0,1,0.7215616862151356,2,4,1,1,4
EMP0137,0,1,0,3,-0.380281874377431,2,-1.1480387051742422,0.31085127597562534,-0.6978298687704685,0,1,0,2,0.7215616862151356,0,4,0,1,5
EMP0138,1,2,5,4,-0.7795069800174825,2,-0.6420941874472835,-0.7677444074928874,0.7202352984119508,2,3,1,2,1.4386772558982357,1,4,2,2,4
EMP0139,1,2,0,1,1.6158436538228271,2,-0.8107423600229364,0.7422895493630305,0.011202714820741139,0,3,0,1,0.004446116532035369,2,4,1,2,3
EMP0140,1,2,4,1,-0.6797007036074697,0,0.7070911931579397,-0.98346354418659,1.4292678820031606,1,0,1,0,1.4386772558982357,1,0,2,0,1
EMP0141,0,2,4,1,-0.5798944271974568,1,0.36979484800663387,1.1737278227504355,-1.4068624523616782,0,0,1,0,-1.429785022834165,1,4,2,2,0
EMP0142,1,0,4,3,1.1168122717727624,0,0.7914152794457661,1.6051660961378407,1.4292678820031606,1,1,1,0,1.4386772558982357,0,3,1,2,1
EMP0143,2,0,1,5,-0.6797007036074697,0,-1.4010109640377215,-1.6306209542676977,1.4292678820031606,0,3,0,2,-0.7126694531510648,2,0,2,2,2
EMP0144,1,3,1,2,-1.4781509148875729,1,-0.557770101159457,-0.3363061341054823,1.4292678820031606,1,1,0,2,0.7215616862151356,1,1,0,1,3
EMP0145,1,2,2,1,0.01894323126262062,2,-0.3891219285838042,1.6051660961378407,1.4292678820031606,0,0,0,2,0.7215616862151356,2,1,0,0,1
EMP0146,1,2,3,0,-1.278538362067547,2,0.1168225891431545,0.0951321392819228,0.011202714820741139,2,2,1,0,0.7215616862151356,1,3,2,2,2
EMP0147,0,3,6,3,-1.4781509148875729,0,-0.4734460148716306,0.9580086860567331,-0.6978298687704685,1,2,0,1,0.7215616862151356,0,2,0,0,0
EMP0148,0,1,1,2,-0.380281874377431,2,0.36979484800663387,0.5265704126693279,-1.4068624523616782,1,0,1,2,-1.429785022834165,2,4,0,0,3
EMP0149,0,0,1,4,-0.7795069800174825,1,1.0443875383092454,0.0951321392819228,0.7202352984119508,0,2,1,0,0.004446116532035369,1,3,0,1,4
EMP0150,1,1,1,0,-0.08086304514739227,1,1.4660079697483777,0.7422895493630305,-0.6978298687704685,1,1,1,0,-1.429785022834165,2,2,2,1,4
EMP0151,0,0,6,0,1.6158436538228271,2,-0.6420941874472835,1.6051660961378407,0.011202714820741139,0,0,1,0,-0.7126694531510648,2,2,2,0,4
EMP0152,1,0,1,0,0.21855578408264642,2,-0.7264182737351099,-0.3363061341054823,0.7202352984119508,1,1,0,2,0.004446116532035369,1,3,0,2,4
EMP0153,2,1,6,3,1.1168122717727624,0,1.5503320560362042,1.6051660961378407,-1.4068624523616782,2,1,0,1,-0.7126694531510648,2,1,2,2,0
EMP0154,2,0,0,0,1.3164248245927883,2,-1.1480387051742422,0.31085127597562534,-1.4068624523616782,2,2,1,2,-0.7126694531510648,2,1,1,2,1
EMP0155,2,1,6,0,-0.08086304514739227,2,1.4660079697483777,-0.5520252707991848,-1.4068624523616782,1,3,1,2,-0.7126694531510648,2,3,2,0,3
EMP0156,1,0,4,3,1.3164248245927883,1,-1.6539832229012008,0.0951321392819228,-1.4068624523616782,1,3,0,0,0.7215616862151356,0,0,1,1,3
EMP0157,0,3,4,2,0.5179746133126851,0,-1.1480387051742422,-1.6306209542676977,0.7202352984119508,0,3,0,0,-1.429785022834165,1,1,2,0,5
EMP0158,0,1,0,2,0.3183620604926593,0,0.2854707617188074,1.6051660961378407,0.011202714820741139,0,2,0,2,0.7215616862151356,0,2,2,1,3
EMP0159,0,1,1,5,-1.178732085657534,1,0.8757393657335926,1.389446959444138,0.011202714820741139,1,2,1,1,-1.429785022834165,2,2,0,0,5
EMP0160,0,2,6,3,-0.380281874377431,1,1.0443875383092454,-1.6306209542676977,1.4292678820031606,0,1,0,1,-0.7126694531510648,1,2,2,1,4
EMP0161,0,0,3,4,1.6158436538228271,0,-0.22047375600815128,-1.4149018175739951,0.7202352984119508,2,0,0,0,-0.7126694531510648,1,0,1,0,0
EMP0162,0,0,0,1,0.6177808897226981,0,-0.13614966972032483,-1.6306209542676977,0.011202714820741139,0,3,1,2,0.7215616862151356,0,0,1,0,0
EMP0163,2,3,1,0,-1.4781509148875729,0,1.2973597971727246,0.7422895493630305,-1.4068624523616782,0,2,0,1,-1.429785022834165,2,1,2,2,5
EMP0164,2,2,0,5,-1.278538362067547,0,1.1287116245970719,1.389446959444138,-1.4068624523616782,2,3,0,1,0.004446116532035369,0,0,2,0,0
EMP0165,0,1,6,3,-0.6797007036074697,1,-1.6539832229012008,1.1737278227504355,-1.4068624523616782,2,1,0,1,1.4386772558982357,0,0,1,1,4
EMP0166,2,0,6,5,-0.7795069800174825,0,0.5384430205822868,-1.4149018175739951,-0.6978298687704685,1,0,1,1,-1.429785022834165,0,4,0,2,0
EMP0167,1,2,6,1,1.7156499302328398,1,-0.8107423600229364,0.0951321392819228,-0.6978298687704685,1,2,1,2,0.004446116532035369,1,1,1,0,0
EMP0168,1,2,6,6,0.9171997189527368,2,0.8757393657335926,0.0951321392819228,-0.6978298687704685,0,0,0,2,0.004446116532035369,1,2,0,2,1
